temps		v_max_cpu	prtg_cpu	mem_tot		mem_lib		prtg_mem_lib	mem_utilisee
20:43:56	1.30		0		3.60		1.52		42.19%		2.08
20:43:57	1.30		0		3.60		1.50		41.59%		2.10
20:43:58	1.30		0		3.60		1.47		41.00%		2.12
20:43:59	1.30		0		3.60		1.47		40.88%		2.13
20:44:00	1.30		0		3.60		1.51		41.99%		2.09
20:44:01	1.30		0		3.60		1.49		41.56%		2.10
20:44:02	1.30		0		3.60		1.48		41.07%		2.12
20:44:03	1.30		0		3.60		1.47		40.93%		2.12
20:44:04	1.30		83.24%		3.60		1.45		40.28%		2.15
20:44:05	1.30		84.32%		3.60		1.45		40.38%		2.14
20:44:06	1.30		56.16%		3.60		1.45		40.39%		2.14
20:44:07	1.30		28.15%		3.60		1.46		40.59%		2.14
20:44:08	1.30		25.79%		3.60		1.46		40.58%		2.14
20:44:09	1.30		21.10%		3.60		1.48		41.06%		2.12
20:44:10	1.30		36.67%		3.60		1.48		41.12%		2.12
20:44:11	1.30		26.39%		3.60		1.48		41.02%		2.12
20:44:12	1.30		61.70%		3.60		1.47		41.01%		2.12
20:44:13	1.30		13.26%		3.60		1.48		41.15%		2.12
20:44:14	1.30		30.50%		3.60		1.48		41.14%		2.12
20:44:15	1.30		40.77%		3.60		1.48		41.10%		2.12
20:44:16	1.30		39.53%		3.60		1.48		41.11%		2.12
20:44:17	1.30		44.99%		3.60		1.46		40.68%		2.13
20:44:18	1.30		59.50%		3.60		1.48		41.11%		2.12
20:44:19	1.30		48.48%		3.60		1.48		41.12%		2.12
20:44:20	1.30		13.15%		3.60		1.49		41.39%		2.11
20:44:21	1.30		17.50%		3.60		1.49		41.39%		2.11
20:44:22	1.30		36.16%		3.60		1.48		41.23%		2.11
20:44:23	1.30		85.91%		3.60		1.49		41.43%		2.11
20:44:24	1.30		32.62%		3.60		1.49		41.43%		2.11
20:44:25	1.30		11.71%		3.60		1.48		41.17%		2.12
20:44:26	1.30		54.60%		3.60		1.48		41.06%		2.12
20:44:27	1.30		15.48%		3.60		1.47		40.96%		2.12
20:44:28	1.30		52.75%		3.60		1.47		40.95%		2.12
20:44:30	1.30		17.01%		3.60		1.48		41.03%		2.12
20:44:31	1.30		39.10%		3.60		1.48		41.13%		2.12
20:44:32	1.30		17.20%		3.60		1.48		41.13%		2.12
20:44:33	1.30		11.70%		3.60		1.48		41.13%		2.12
20:44:34	1.30		14.85%		3.60		1.48		41.13%		2.12
20:44:35	1.30		17.95%		3.60		1.48		41.16%		2.12
20:44:36	1.30		10.15%		3.60		1.48		41.19%		2.11
20:44:37	1.30		9.40%		3.60		1.48		41.19%		2.11
20:44:38	1.30		13.36%		3.60		1.48		41.24%		2.11
20:44:39	1.30		18.61%		3.60		1.48		41.21%		2.11
20:44:40	1.30		22.61%		3.60		1.49		41.31%		2.11
20:44:41	1.30		18.00%		3.60		1.48		41.29%		2.11
20:44:42	1.30		15.40%		3.60		1.49		41.30%		2.11
20:44:43	1.30		31.86%		3.60		1.46		40.67%		2.13
20:44:44	1.30		87.60%		3.60		1.47		40.88%		2.13
20:44:45	1.30		70.57%		3.60		1.47		40.84%		2.13
20:44:46	1.30		28.64%		3.60		1.47		40.84%		2.13
20:44:47	1.30		15.61%		3.60		1.47		40.86%		2.13
20:44:48	1.30		17.06%		3.60		1.47		40.97%		2.12
20:44:49	1.30		36.94%		3.60		1.47		40.97%		2.12
20:44:50	1.30		30.26%		3.60		1.47		41.01%		2.12
20:44:51	1.30		28.90%		3.60		1.47		41.01%		2.12
20:44:52	1.30		13.40%		3.60		1.47		41.01%		2.12
20:44:53	1.30		19.17%		3.60		1.47		41.00%		2.12
20:44:54	1.30		28.67%		3.60		1.47		40.98%		2.12
20:44:55	1.30		25.04%		3.60		1.47		40.98%		2.12
20:44:56	1.30		13.15%		3.60		1.47		41.01%		2.12
20:44:57	1.30		24.21%		3.60		1.47		40.86%		2.13
20:44:58	1.30		31.05%		3.60		1.47		40.76%		2.13
20:44:59	1.30		60.40%		3.60		1.46		40.69%		2.13
20:45:00	1.30		49.27%		3.60		1.46		40.56%		2.14
20:45:01	1.30		84.75%		3.60		1.46		40.55%		2.14
20:45:02	1.30		33.60%		3.60		1.46		40.67%		2.13
20:45:03	1.30		48.43%		3.60		1.46		40.64%		2.13
20:45:04	1.30		25.61%		3.60		1.46		40.73%		2.13
20:45:05	1.30		24.80%		3.60		1.46		40.73%		2.13
20:45:06	1.30		16.32%		3.60		1.47		40.78%		2.13
20:45:07	1.30		17.15%		3.60		1.47		40.78%		2.13
